policy_id,vehicle_id,period_month,state_code,region,sales_channel,business_type,vehicle_make,vehicle_model,coverage_type,loss_category,catastrophe_flag,exposure_units,earned_premium,on_level_premium,claim_count,incurred_loss
POL1034902,VEH2034902,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.853,118.57,132.06,0,0.0
POL1034916,VEH2034916,2023-07,CA,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.896,157.63,176.18,0,0.0
POL1035168,VEH2035168,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.871,65.86,74.16,0,0.0
POL1035215,VEH2035215,2023-07,CA,West,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.784,105.3,121.08,0,0.0
POL1035330,VEH2035330,2023-07,CA,West,Direct,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.872,85.78,98.51,0,0.0
POL1035767,VEH2035767,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.715,161.56,182.35,0,0.0
POL1035926,VEH2035926,2023-07,CA,West,Direct,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.755,108.4,123.36,0,0.0
POL1036201,VEH2036201,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.81,141.81,164.42,0,0.0
POL1036518,VEH2036518,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.961,73.02,82.36,0,0.0
POL1036761,VEH2036761,2023-07,CA,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.753,73.97,85.46,0,0.0
POL1036780,VEH2036780,2023-07,CA,West,Partner,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.848,154.67,169.47,0,0.0
POL1036909,VEH2036909,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.735,102.66,117.16,0,0.0
POL1037161,VEH2037161,2023-07,CA,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.723,117.42,129.91,0,0.0
POL1037572,VEH2037572,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.92,96.84,111.76,0,0.0
POL1037968,VEH2037968,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.791,97.38,111.32,0,0.0
POL1038183,VEH2038183,2023-07,CA,West,Direct,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.967,147.47,167.17,0,0.0
POL1038804,VEH2038804,2023-07,CA,West,Partner,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.97,134.43,149.65,0,0.0
POL1039193,VEH2039193,2023-07,CA,West,Direct,New Business,Titan,Titan Sport,Comprehensive,Other,No,0.918,126.95,144.74,0,0.0
POL1039514,VEH2039514,2023-07,CA,West,Direct,New Business,Titan,Titan Crew,Comprehensive,Other,No,0.767,115.31,131.57,0,0.0
POL1039745,VEH2039745,2023-07,CA,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.804,96.93,110.39,0,0.0
POL1039975,VEH2039975,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.744,116.04,135.49,0,0.0
POL1040121,VEH2040121,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.958,172.63,193.81,0,0.0
POL1040371,VEH2040371,2023-07,CA,West,Direct,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.713,121.12,134.98,0,0.0
POL1040457,VEH2040457,2023-07,CA,West,Independent Agent,New Business,Summit,Summit Max,Comprehensive,Other,No,0.949,144.22,164.39,0,0.0
POL1040882,VEH2040882,2023-07,CA,West,Independent Agent,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.967,200.34,230.21,0,0.0
POL1041107,VEH2041107,2023-07,CA,West,Partner,Renewal,Metro,Metro One,Comprehensive,Other,No,0.842,99.97,111.09,0,0.0
POL1041121,VEH2041121,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.927,163.91,182.86,0,0.0
POL1041195,VEH2041195,2023-07,CA,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.995,99.66,109.38,0,0.0
POL1041340,VEH2041340,2023-07,CA,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.966,101.05,116.11,0,0.0
POL1041518,VEH2041518,2023-07,CA,West,Direct,New Business,Apex,Apex City,Comprehensive,Other,No,0.989,107.6,122.52,0,0.0
POL1041611,VEH2041611,2023-07,CA,West,Independent Agent,New Business,Orion,Orion GT,Comprehensive,Other,No,0.912,136.61,153.01,0,0.0
POL1041620,VEH2041620,2023-07,CA,West,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.987,103.72,117.08,0,0.0
POL1041734,VEH2041734,2023-07,CA,West,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.705,83.05,95.16,0,0.0
POL1041839,VEH2041839,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.878,102.65,119.15,0,0.0
POL1042103,VEH2042103,2023-07,CA,West,Partner,New Business,Apex,Apex LX,Comprehensive,Other,No,0.95,124.77,138.69,1,774.88
POL1042273,VEH2042273,2023-07,CA,West,Independent Agent,New Business,Falcon,Falcon S,Comprehensive,Other,No,0.846,110.55,123.32,0,0.0
POL1042533,VEH2042533,2023-07,CA,West,Partner,New Business,Titan,Titan Max,Comprehensive,Other,No,0.968,193.57,221.77,0,0.0
POL1043053,VEH2043053,2023-07,CA,West,Independent Agent,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.985,150.63,168.93,0,0.0
POL1043171,VEH2043171,2023-07,CA,West,Independent Agent,Renewal,Apex,Apex City,Comprehensive,Other,No,0.801,90.59,103.32,0,0.0
POL1043228,VEH2043228,2023-07,CA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.989,79.98,91.31,0,0.0
POL1043372,VEH2043372,2023-07,CA,West,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.736,82.22,93.38,0,0.0
POL1043380,VEH2043380,2023-07,CA,West,Partner,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.738,104.0,115.26,0,0.0
POL1043418,VEH2043418,2023-07,CA,West,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.826,92.21,105.04,0,0.0
POL1043584,VEH2043584,2023-07,CA,West,Independent Agent,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.788,70.24,76.93,0,0.0
POL1043999,VEH2043999,2023-07,CA,West,Independent Agent,New Business,Falcon,Falcon S,Comprehensive,Other,No,0.759,117.83,135.14,0,0.0
POL1044000,VEH2044000,2023-07,CA,West,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.775,96.8,110.4,0,0.0
POL1044222,VEH2044222,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.874,160.1,172.76,0,0.0
POL1044434,VEH2044434,2023-07,CA,West,Direct,New Business,Titan,Titan Sport,Comprehensive,Other,No,0.702,62.46,68.39,0,0.0
POL1044556,VEH2044556,2023-07,CA,West,Partner,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.842,158.75,180.01,0,0.0
POL1044759,VEH2044759,2023-07,CA,West,Direct,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.849,98.47,111.71,0,0.0
POL1045012,VEH2045012,2023-07,CA,West,Direct,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.966,88.28,98.56,0,0.0
POL1045090,VEH2045090,2023-07,CA,West,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.984,111.05,126.17,0,0.0
POL1045365,VEH2045365,2023-07,CA,West,Partner,New Business,Falcon,Falcon EV,Comprehensive,Other,No,0.891,142.98,160.93,0,0.0
POL1046388,VEH2046388,2023-07,CA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.86,88.97,99.82,0,0.0
POL1046413,VEH2046413,2023-07,CA,West,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.995,89.72,99.25,0,0.0
POL1046503,VEH2046503,2023-07,CA,West,Independent Agent,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.704,102.79,119.2,0,0.0
POL1046944,VEH2046944,2023-07,CA,West,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.873,106.31,119.31,0,0.0
POL1047045,VEH2047045,2023-07,CA,West,Independent Agent,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.948,129.31,140.22,0,0.0
POL1047859,VEH2047859,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.844,95.95,108.54,0,0.0
POL1047881,VEH2047881,2023-07,CA,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.804,102.03,113.13,0,0.0
POL1048021,VEH2048021,2023-07,CA,West,Independent Agent,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.796,162.65,186.08,0,0.0
POL1048508,VEH2048508,2023-07,CA,West,Partner,New Business,Apex,Apex LX,Comprehensive,Other,No,0.919,119.54,136.65,0,0.0
POL1048579,VEH2048579,2023-07,CA,West,Partner,New Business,Metro,Metro One,Comprehensive,Other,No,0.816,120.55,140.0,0,0.0
POL1049212,VEH2049212,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.783,126.74,142.34,0,0.0
POL1049238,VEH2049238,2023-07,CA,West,Direct,Renewal,Apex,Apex City,Comprehensive,Other,No,0.762,87.08,97.26,0,0.0
POL1049239,VEH2049239,2023-07,CA,West,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.815,78.44,88.59,0,0.0
POL1049425,VEH2049425,2023-07,CA,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.917,133.99,151.99,0,0.0
POL1050009,VEH2050009,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.902,127.11,142.87,0,0.0
POL1050353,VEH2050353,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.798,138.33,155.46,0,0.0
POL1050357,VEH2050357,2023-07,CA,West,Partner,New Business,Summit,Summit Max,Comprehensive,Other,No,0.868,136.2,150.74,0,0.0
POL1050493,VEH2050493,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.727,96.58,108.49,0,0.0
POL1050505,VEH2050505,2023-07,CA,West,Direct,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.707,95.77,109.75,0,0.0
POL1050596,VEH2050596,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.897,96.3,107.67,0,0.0
POL1050597,VEH2050597,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.718,64.68,74.02,0,0.0
POL1050614,VEH2050614,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.98,140.65,160.31,0,0.0
POL1050625,VEH2050625,2023-07,CA,West,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.949,141.21,158.71,0,0.0
POL1050638,VEH2050638,2023-07,CA,West,Independent Agent,New Business,Cascade,Cascade Trail,Comprehensive,Other,No,0.895,179.65,201.4,0,0.0
POL1050684,VEH2050684,2023-07,CA,West,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.71,101.92,115.41,0,0.0
POL1050883,VEH2050883,2023-07,CA,West,Independent Agent,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.713,114.26,126.39,0,0.0
POL1050933,VEH2050933,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.919,119.92,130.85,0,0.0
POL1051081,VEH2051081,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.97,131.43,146.0,0,0.0
POL1051373,VEH2051373,2023-07,CA,West,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.789,94.45,106.79,0,0.0
POL1051445,VEH2051445,2023-07,CA,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.922,105.78,119.83,0,0.0
POL1052037,VEH2052037,2023-07,CA,West,Independent Agent,New Business,Apex,Apex LX,Comprehensive,Other,No,0.924,140.77,154.55,0,0.0
POL1052959,VEH2052959,2023-07,CA,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.808,114.8,128.43,0,0.0
POL1053313,VEH2053313,2023-07,CA,West,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.847,132.0,147.58,0,0.0
POL1053386,VEH2053386,2023-07,CA,West,Partner,New Business,Orion,Orion GT,Comprehensive,Other,No,0.721,124.9,139.97,0,0.0
POL1053751,VEH2053751,2023-07,CA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.712,59.32,66.74,0,0.0
POL1053861,VEH2053861,2023-07,CA,West,Partner,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.849,141.2,159.78,0,0.0
POL1054146,VEH2054146,2023-07,CA,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.816,149.72,172.84,0,0.0
POL1054242,VEH2054242,2023-07,CA,West,Direct,New Business,Apex,Apex LX,Comprehensive,Other,No,0.913,132.97,150.03,0,0.0
POL1055046,VEH2055046,2023-07,CA,West,Direct,New Business,Titan,Titan Work,Comprehensive,Fire,No,0.992,125.68,140.51,1,1735.2
POL1055107,VEH2055107,2023-07,CA,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.885,103.57,118.47,0,0.0
POL1055178,VEH2055178,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.738,103.71,118.74,0,0.0
POL1055226,VEH2055226,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.732,73.8,83.88,0,0.0
POL1055304,VEH2055304,2023-07,CA,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.829,92.27,102.99,0,0.0
POL1055494,VEH2055494,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.723,125.83,141.23,0,0.0
POL1055814,VEH2055814,2023-07,CA,West,Direct,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.874,131.28,148.52,0,0.0
POL1056064,VEH2056064,2023-07,CA,West,Partner,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.822,96.86,109.79,0,0.0
POL1056073,VEH2056073,2023-07,CA,West,Direct,New Business,Orion,Orion Touring,Comprehensive,Other,No,0.951,126.14,141.59,0,0.0
POL1056151,VEH2056151,2023-07,CA,West,Direct,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.98,160.66,180.37,0,0.0
POL1056195,VEH2056195,2023-07,CA,West,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.753,87.81,98.81,0,0.0
POL1056835,VEH2056835,2023-07,CA,West,Partner,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.895,125.67,137.54,0,0.0
POL1056867,VEH2056867,2023-07,CA,West,Partner,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.868,100.59,112.77,0,0.0
POL1057002,VEH2057002,2023-07,CA,West,Partner,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.746,110.78,125.48,0,0.0
POL1057135,VEH2057135,2023-07,CA,West,Independent Agent,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.964,185.24,211.38,0,0.0
POL1057236,VEH2057236,2023-07,CA,West,Partner,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.923,78.49,87.38,0,0.0
POL1057448,VEH2057448,2023-07,CA,West,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.804,73.56,82.98,0,0.0
POL1057992,VEH2057992,2023-07,CA,West,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.935,123.97,139.81,0,0.0
POL1058170,VEH2058170,2023-07,CA,West,Independent Agent,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.739,64.06,70.82,0,0.0
POL1058807,VEH2058807,2023-07,CA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.778,102.22,114.56,0,0.0
POL1058964,VEH2058964,2023-07,CA,West,Partner,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.981,188.13,213.48,0,0.0
POL1059263,VEH2059263,2023-07,CA,West,Partner,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.969,167.28,187.53,0,0.0
POL1059335,VEH2059335,2023-07,CA,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.803,90.01,102.25,0,0.0
POL1059621,VEH2059621,2023-07,CA,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.923,165.3,186.69,0,0.0
POL1059652,VEH2059652,2023-07,CA,West,Partner,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.885,115.9,131.3,0,0.0
POL1059841,VEH2059841,2023-07,CA,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.804,104.83,121.09,0,0.0
POL1059979,VEH2059979,2023-07,CA,West,Independent Agent,New Business,Falcon,Falcon EV,Comprehensive,Other,No,0.897,162.13,179.08,0,0.0
POL1000099,VEH2000099,2023-07,CO,West,Partner,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.844,125.24,139.91,0,0.0
POL1000809,VEH2000809,2023-07,CO,West,Direct,Renewal,Apex,Apex City,Comprehensive,Other,No,0.729,64.19,73.34,0,0.0
POL1000882,VEH2000882,2023-07,CO,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.822,74.67,84.62,0,0.0
POL1001556,VEH2001556,2023-07,CO,West,Independent Agent,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.891,125.09,140.43,0,0.0
POL1001701,VEH2001701,2023-07,CO,West,Direct,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.889,85.39,94.82,0,0.0
POL1001919,VEH2001919,2023-07,CO,West,Direct,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.911,82.43,91.98,0,0.0
POL1002103,VEH2002103,2023-07,CO,West,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.784,101.9,113.4,0,0.0
POL1003330,VEH2003330,2023-07,CO,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.855,87.18,101.47,0,0.0
POL1003779,VEH2003779,2023-07,CO,West,Independent Agent,New Business,Titan,Titan Max,Comprehensive,Other,No,0.818,65.89,74.22,0,0.0
POL1004218,VEH2004218,2023-07,CO,West,Independent Agent,New Business,Cascade,Cascade Snow,Comprehensive,Other,No,0.71,71.61,81.08,0,0.0
POL1004546,VEH2004546,2023-07,CO,West,Partner,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.993,114.9,129.79,0,0.0
POL1004680,VEH2004680,2023-07,CO,West,Direct,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.833,116.83,132.82,0,0.0
POL1005712,VEH2005712,2023-07,CO,West,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.895,76.86,85.48,0,0.0
POL1006331,VEH2006331,2023-07,CO,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.904,116.94,131.52,0,0.0
POL1006484,VEH2006484,2023-07,CO,West,Independent Agent,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.899,138.06,155.15,0,0.0
POL1006884,VEH2006884,2023-07,CO,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.73,77.93,86.65,0,0.0
POL1007323,VEH2007323,2023-07,CO,West,Independent Agent,New Business,Apex,Apex LX,Comprehensive,Other,No,0.975,99.04,111.88,0,0.0
POL1007773,VEH2007773,2023-07,CO,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.834,69.06,78.88,0,0.0
POL1008272,VEH2008272,2023-07,CO,West,Partner,New Business,Cascade,Cascade Trail,Comprehensive,Other,No,0.902,69.17,77.59,0,0.0
POL1009141,VEH2009141,2023-07,CO,West,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.963,118.21,131.25,0,0.0
POL1009226,VEH2009226,2023-07,CO,West,Independent Agent,Renewal,Nova,Nova X,Comprehensive,Other,No,0.742,84.6,96.93,0,0.0
POL1009239,VEH2009239,2023-07,CO,West,Direct,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.983,90.7,101.53,0,0.0
POL1009532,VEH2009532,2023-07,CO,West,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.839,106.72,122.15,0,0.0
POL1009682,VEH2009682,2023-07,CO,West,Independent Agent,New Business,Summit,Summit Peak,Comprehensive,Other,No,0.963,173.99,197.96,0,0.0
POL1010107,VEH2010107,2023-07,CO,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.804,102.6,115.93,0,0.0
POL1010539,VEH2010539,2023-07,CO,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.811,72.76,83.06,0,0.0
POL1010618,VEH2010618,2023-07,CO,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Glass,No,0.982,89.47,100.17,1,233.43
POL1010967,VEH2010967,2023-07,CO,West,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.903,133.6,151.78,0,0.0
POL1011163,VEH2011163,2023-07,CO,West,Independent Agent,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.768,73.17,81.5,0,0.0
POL1011286,VEH2011286,2023-07,CO,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.984,127.59,145.17,0,0.0
POL1011329,VEH2011329,2023-07,CO,West,Partner,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.948,116.96,131.42,0,0.0
POL1011742,VEH2011742,2023-07,CO,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.891,83.18,94.96,0,0.0
POL1011779,VEH2011779,2023-07,CO,West,Independent Agent,Renewal,Apex,Apex City,Comprehensive,Other,No,0.748,67.16,75.78,0,0.0
POL1013977,VEH2013977,2023-07,CO,West,Direct,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.988,158.34,184.28,0,0.0
POL1014300,VEH2014300,2023-07,CO,West,Partner,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.825,153.35,172.0,0,0.0
POL1015512,VEH2015512,2023-07,CO,West,Independent Agent,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.834,128.97,143.22,0,0.0
POL1015854,VEH2015854,2023-07,CO,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.81,90.28,102.88,0,0.0
POL1016297,VEH2016297,2023-07,CO,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.795,71.9,79.95,0,0.0
POL1016699,VEH2016699,2023-07,CO,West,Independent Agent,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.948,161.69,182.41,0,0.0
POL1016897,VEH2016897,2023-07,CO,West,Direct,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.787,90.33,102.12,0,0.0
POL1017710,VEH2017710,2023-07,CO,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.748,74.21,85.04,0,0.0
POL1018702,VEH2018702,2023-07,CO,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.757,81.22,92.85,0,0.0
POL1018965,VEH2018965,2023-07,CO,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.705,76.48,87.66,0,0.0
POL1019071,VEH2019071,2023-07,CO,West,Independent Agent,New Business,Summit,Summit Max,Comprehensive,Other,No,0.751,121.37,136.03,0,0.0
POL1019234,VEH2019234,2023-07,CO,West,Independent Agent,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.718,93.11,105.35,0,0.0
POL1019361,VEH2019361,2023-07,CO,West,Direct,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.933,103.45,115.72,0,0.0
POL1019504,VEH2019504,2023-07,CO,West,Direct,New Business,Cascade,Cascade Trail,Comprehensive,Other,No,0.979,121.23,141.43,0,0.0
POL1019831,VEH2019831,2023-07,CO,West,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.761,79.73,91.33,0,0.0
POL1019905,VEH2019905,2023-07,CO,West,Direct,New Business,Summit,Summit Max,Comprehensive,Other,No,0.821,126.77,148.49,0,0.0
POL1020303,VEH2020303,2023-07,CO,West,Partner,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.738,107.2,118.21,0,0.0
POL1020563,VEH2020563,2023-07,CO,West,Direct,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.79,120.69,136.87,0,0.0
POL1020652,VEH2020652,2023-07,CO,West,Partner,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.916,97.57,109.21,0,0.0
POL1021457,VEH2021457,2023-07,CO,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.844,149.46,171.6,0,0.0
POL1023301,VEH2023301,2023-07,CO,West,Independent Agent,New Business,Titan,Titan Work,Comprehensive,Other,No,0.741,91.32,103.29,0,0.0
POL1023366,VEH2023366,2023-07,CO,West,Direct,New Business,Summit,Summit Peak,Comprehensive,Other,No,0.79,111.06,125.79,0,0.0
POL1024020,VEH2024020,2023-07,CO,West,Direct,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.909,146.29,163.68,0,0.0
POL1025332,VEH2025332,2023-07,CO,West,Independent Agent,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.917,118.04,133.67,0,0.0
POL1025366,VEH2025366,2023-07,CO,West,Independent Agent,New Business,Falcon,Falcon Prime,Comprehensive,Other,No,0.877,157.11,178.08,0,0.0
POL1027198,VEH2027198,2023-07,CO,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.877,80.46,91.55,0,0.0
POL1027693,VEH2027693,2023-07,CO,West,Independent Agent,New Business,Orion,Orion GT,Comprehensive,Other,No,0.951,140.86,157.73,0,0.0
POL1028306,VEH2028306,2023-07,CO,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.828,63.66,71.24,0,0.0
POL1029559,VEH2029559,2023-07,CO,West,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.844,96.04,108.41,0,0.0
POL1029746,VEH2029746,2023-07,CO,West,Partner,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.992,152.52,167.41,0,0.0
POL1030234,VEH2030234,2023-07,CO,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.989,95.2,109.43,0,0.0
POL1030567,VEH2030567,2023-07,CO,West,Independent Agent,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.846,134.75,152.7,0,0.0
POL1030821,VEH2030821,2023-07,CO,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.773,70.0,79.78,0,0.0
POL1031489,VEH2031489,2023-07,CO,West,Direct,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.706,84.54,95.03,0,0.0
POL1032176,VEH2032176,2023-07,CO,West,Independent Agent,Renewal,Nova,Nova X,Comprehensive,Other,No,0.991,155.37,177.03,0,0.0
POL1032582,VEH2032582,2023-07,CO,West,Direct,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.992,148.48,165.69,0,0.0
